Date,High,Low,Open,Close,Volume,Adj Close,SMA(10),CMA,EMA(10),EWMA,,,,"Multiplier = 2/(10 + 1)(if we are calculating EMA(10), 2/(11+1) if we calculate EMA(11)",,
9/26/2017,70.2480011,68.18000031,70.18599701,69.05000305,35781500,69.05000305,73.30999985,71.59433365,71.80750234,,,,,,,
9/27/2017,70.29799652,68.09999847,69.98000336,68.19400024,30301500,68.19400024,72.80479965,71.45832031,71.15050261,,,,,,,
9/28/2017,68.55000305,67.08000183,67.97599792,67.91999817,26598000,67.91999817,72.04399948,71.322231,70.56313876,,,,,,,
9/29/2017,68.93599701,67.72000122,68.37200165,68.22000122,25535500,68.22000122,71.2697998,71.2073336,70.13711418,,,,,,,
10/2/2017,68.73999786,67.10199738,68.5039978,68.30599976,26434000,68.30599976,70.40039978,71.10371453,69.80418461,,,,,,,
10/3/2017,69.70999908,66.2559967,67.18000031,69.62799835,50768000,69.62799835,69.86119995,71.05282777,69.77215078,,,,,,,
10/4/2017,71.72399902,69.91999817,70.25,71.0019989,40817500,71.0019989,69.48320007,71.05113347,69.99575931,,,,,,,
10/5/2017,71.48799896,70.26999664,71.19999695,71.06600189,20858500,71.06600189,69.2602005,71.0516131,70.19034867,,,,,,,
10/6/2017,72.01999664,70.44999695,70.62000275,71.37599945,21487500,71.37599945,69.37600021,71.06175017,70.40592133,,,,,,,
10/9/2017,70.34999847,68.53399658,69.93000031,68.58799744,37468500,68.58799744,69.33499985,70.98678797,70.07539004,,,,,,,
10/10/2017,71.12599945,69.10600281,69.36000061,71.11799622,34892500,71.11799622,69.54179916,70.99064704,70.26495461,,,,,,,
10/11/2017,71.51999664,70.23000336,70.77799988,70.91999817,22504000,70.91999817,69.81439896,70.9886285,70.38405332,,,,,,,
10/12/2017,71.95600128,70.52799988,70.58999634,71.13600159,20435000,71.13600159,70.1359993,70.99272219,70.52077105,,,,,,,
10/13/2017,71.69799805,70.73600006,71.39600372,71.11399841,17702500,71.11399841,70.42539902,70.99599993,70.62863046,,,,,,,
10/16/2017,70.89600372,69.43199921,70.7519989,70.12000275,26877500,70.12000275,70.60679932,70.97294737,70.53615279,,,,,,,
10/17/2017,71.2440033,70.01399994,70.18199921,71.15000153,16466500,71.15000153,70.75899963,70.97748722,70.64776154,,,,,,,
10/18/2017,72.59999847,70.8259964,71.19400024,71.93000031,24695500,71.93000031,70.85179977,71.00130005,70.88089563,,,,,,,
10/19/2017,71.43000031,69.63999939,71.11199951,70.36199951,25309000,70.36199951,70.78139954,70.98570735,70.78655097,,,,,,,
10/20/2017,70.91000366,68.86799622,70.53800201,69.01999664,24652000,69.01999664,70.54579926,70.93890472,70.4653596,,,,,,,
10/23/2017,69.98999786,67.25,69.97599792,67.40399933,28736500,67.40399933,70.42739944,70.85669761,69.9087492,,,,,,,
10/24/2017,68.55999756,67.23200226,67.76000214,67.46800232,22458500,67.46800232,70.06240005,70.77968181,69.46497748,,,,,,,
10/25/2017,67.5,64.71199799,67.33999634,65.16799927,42970500,65.16799927,69.48720016,70.65497776,68.6837095,,,,,,,
10/26/2017,66.04599762,64.63999939,65.55599976,65.23400116,25117500,65.23400116,68.89700012,70.53713044,68.05649043,,,,,,,
10/27/2017,64.91799927,63.33200073,63.95000076,64.1740036,34898500,64.1740036,68.20300064,70.40174476,67.35058444,,,,,,,
10/30/2017,64.7559967,63.45000076,63.83599854,64.01599884,21272000,64.01599884,67.59260025,70.26870839,66.74429675,,,,,,,
10/31/2017,66.38999939,64.03600311,64.04599762,66.30599976,28361500,66.30599976,67.10820007,70.18783678,66.66460647,,,,,,,
11/1/2017,66.52200317,64.05200195,66.44999695,64.21600342,42286500,64.21600342,66.33680038,70.06840012,66.21940636,,,,,,,
11/2/2017,61.73799896,58.52600098,60.02600098,59.85200119,98957000,59.85200119,65.28580055,69.86807857,65.06169749,,,,,,,
11/3/2017,61.25,59.02600098,59.90000153,61.2179985,44470000,61.2179985,64.50560074,69.70173087,64.36284382,,,,,,,
11/6/2017,61.5,59.80199814,61.40000153,60.55599976,32430000,60.55599976,63.82080078,69.52916991,63.67069105,,,,,,,
11/7/2017,61.29999924,60.00600052,60.20399857,61.20999908,26471500,61.20999908,63.19500046,69.37511119,63.22329296,,,,,,,
11/8/2017,61.37799835,60.25999832,61.09999847,60.87799835,23626500,60.87799835,62.76600037,69.22061823,62.79687618,,,,,,,
11/9/2017,60.89199829,59.25999832,60.5,60.59799957,27235500,60.59799957,62.30240021,69.0666429,62.39708084,,,,,,,
11/10/2017,61.67200089,60.36999893,60.5,60.59799957,23127000,60.59799957,61.9447998,68.91807021,62.06997548,,,,,,,
11/13/2017,63.36000061,59.8219986,60.02600098,63.08000183,37924500,63.08000183,61.8512001,68.81741386,62.25361645,,,,,,,
11/14/2017,63.27000046,61.38000107,63,61.74000168,28380500,61.74000168,61.3946003,68.69745772,62.16023204,,,,,,,
11/15/2017,62.4980011,60.29999924,61.20199966,62.25999832,29893500,62.25999832,61.19899979,68.59016673,62.17837135,,,,,,,
11/16/2017,63.62799835,62.25999832,62.79800034,62.5,29110500,62.5,61.46379967,68.49032793,62.23684922,,,,,,,
11/17/2017,65.33399963,62.63000107,65.13400269,63.00999832,68675500,63.00999832,61.64299965,68.40193552,62.37742165,,,,,,,
11/20/2017,63.09999847,60.95000076,62.75799942,61.7480011,41238500,61.7480011,61.76219978,68.29631751,62.26298166,,,,,,,
11/21/2017,63.64599991,61.74200058,62.17200089,63.56200027,36306500,63.56200027,61.9973999,68.2223438,62.49916663,,,,,,,
11/22/2017,63.48400116,62.36800003,63.35400009,62.52000046,24588000,62.52000046,62.16160011,68.13461544,62.50295459,,,,,,,
11/24/2017,63.2820015,62.20000076,62.75799942,63.11000061,16220500,63.11000061,62.41280022,68.05848492,62.61332649,,,,,,,
11/27/2017,63.4679985,61.90200043,62.65000153,63.36199951,22779500,63.36199951,62.68920021,67.98838812,62.74944872,,,,,,,
11/28/2017,64,62.7840004,63.27199936,63.50999832,24747500,63.50999832,62.73219986,67.92252944,62.88773033,,,,,,,
11/29/2017,63.59999847,60.24599838,63.45999908,61.50799942,43837000,61.50799942,62.70899963,67.82956524,62.63687041,,,,,,,
11/30/2017,62.13999939,60.90800095,61.7120018,61.77000046,21758000,61.77000046,62.65999985,67.74300003,62.47925785,,,,,,,
12/1/2017,62.06399918,61.00999832,61.08800125,61.30599976,21464500,61.30599976,62.54059982,67.65233805,62.26593841,,,,,,,
12/4/2017,61.65399933,60.12200165,61.29999924,61.04000092,29175500,61.04000092,62.34360008,67.56050004,62.04304091,,,,,,,
12/5/2017,61.59999847,60.20000076,60.40000153,60.74000168,23232500,60.74000168,62.24280014,67.46706855,61.80612492,,,,,,,
12/6/2017,62.6780014,60,60.02000046,62.65200043,35976500,62.65200043,62.15180016,67.40200007,61.95992031,,,,,,,
12/7/2017,63.72600174,62.20999908,62.40000153,62.2480011,23903000,62.2480011,62.12460022,67.33328008,62.01229859,,,,,,,
12/8/2017,63.39599991,62.2519989,62.91999817,63.02600098,17342500,63.02600098,62.11620026,67.27660536,62.19660793,,,,,,,
12/11/2017,65.80200195,62.75,62.92599869,65.78199768,39690000,65.78199768,62.35820007,67.25719487,62.84849632,,,,,,,
12/12/2017,68.28800201,66.0059967,66.08999634,68.20600128,43666000,68.20600128,62.82780037,67.26935905,63.82258716,,,,,,,
12/13/2017,68.84400177,67.30000305,68.18599701,67.80599976,31107500,67.80599976,63.4576004,67.27615197,64.54684327,,,,,,,
12/14/2017,69.48799896,67.37999725,68.20200348,67.57800293,28999500,67.57800293,64.03840065,67.27992511,65.09796266,,,,,,,
12/15/2017,68.77999878,67.15200043,68.40799713,68.69000244,34666000,68.69000244,64.77680092,67.29733347,65.75106015,,,,,,,
12/18/2017,69.34600067,67.51599884,68.98000336,67.77400208,27381000,67.77400208,65.45020103,67.3031465,66.1188674,,,,,,,
12/19/2017,68.29799652,66.05999756,68.05200195,66.22000122,34125000,66.22000122,65.99820099,67.29009656,66.13725535,,,,,,,
12/20/2017,66.62000275,65.00800323,66.53800201,65.79599762,29769000,65.79599762,66.31260071,67.27230967,66.07520855,,,,,,,
12/21/2017,66.7480011,65.44200134,65.91799927,66.33200073,21926000,66.33200073,66.72100067,67.26124721,66.12189799,,,,,,,
12/22/2017,66.18399811,64.96399689,65.90200043,65.04000092,21079000,65.04000092,66.92240067,67.23541876,65.92518963,,,,,,,
12/26/2017,64.78800201,63.31600189,64.76599884,63.45800018,21892000,63.45800018,66.69000092,67.19200016,65.47661018,,,,,,,
12/27/2017,63.5359993,62.15000153,63.20000076,62.32799911,23560500,62.32799911,66.1022007,67.13672742,64.90413601,,,,,,,
12/28/2017,63.16400146,61.90800095,62.34999847,63.0719986,21581500,63.0719986,65.62880058,67.09105631,64.57102045,,,,,,,
12/29/2017,63.2820015,62,63.23600006,62.27000046,18886000,62.27000046,65.09800034,67.03748902,64.1526536,,,,,,,
1/2/2018,64.42199707,62.20000076,62.40000153,64.10600281,21761000,64.10600281,64.63960037,67.00527489,64.14417165,,,,,,,
1/3/2018,65.05000305,63.11000061,64.19999695,63.45000076,22607500,63.45000076,64.20720024,66.9666306,64.01795888,,,,,,,
1/4/2018,63.70999908,61.13600159,62.57400131,62.92399979,49731500,62.92399979,63.8776001,66.92316146,63.81905743,,,,,,,
1/5/2018,63.44800186,62.40000153,63.32400131,63.31600189,22956000,63.31600189,63.62960052,66.88478742,63.72759288,,,,,,,
1/8/2018,67.40399933,63.09999847,63.20000076,67.28199768,49297000,67.28199768,63.72460022,66.88896858,64.37384765,,,,,,,
1/9/2018,67.76000214,65.48000336,67.03199768,66.73799896,35733000,66.73799896,63.89440002,66.88739598,64.80369291,,,,,,,
1/10/2018,67.40000153,66,66.44000244,66.95999908,21549500,66.95999908,64.24459991,66.88814446,65.19574819,,,,,,,
1/11/2018,68.96199799,66.65200043,67.04799652,67.58999634,33227500,67.58999634,64.77079964,66.89530622,65.6310656,,,,,,,
1/12/2018,68.08200073,66.73400116,67.72599792,67.2440033,24125500,67.2440033,65.18800011,66.89882841,65.9243267,,,,,,,
1/16/2018,69,66.95999908,67.50800323,68.01200104,32371500,68.01200104,65.76220016,66.90996014,66.30390348,,,,,,,
1/17/2018,69.80000305,67.94999695,68.09400177,69.43199921,35517500,69.43199921,66.2947998,66.93493082,66.87264759,,,,,,,
1/18/2018,70.45999908,68.7480011,69.13400269,68.91400146,28429000,68.91400146,66.84119987,66.95433347,67.24380247,,,,,,,
1/19/2018,70.11799622,68.51999664,69,70.0039978,24441500,70.0039978,67.54919968,66.98394187,67.74565566,,,,,,,
1/22/2018,71.56600189,69.83999634,69.87999725,70.31199646,31052000,70.31199646,68.24879913,67.01594239,68.21226261,,,,,,,
1/23/2018,72.09999847,70.19999695,72,70.55799866,27327000,70.55799866,68.57639923,67.04967626,68.63875965,,,,,,,
1/24/2018,70.94999695,68.70400238,70.91600037,69.1780014,26437500,69.1780014,68.82039948,67.0697548,68.73680351,,,,,,,
1/25/2018,69.83999634,67.27999878,69.65399933,67.52799988,33701500,67.52799988,68.87719955,67.07403746,68.51702125,,,,,,,
1/26/2018,68.80000305,67.14199829,68.30000305,68.56999969,22697000,68.56999969,68.97519989,67.08788896,68.52665368,,,,,,,
1/29/2018,70.16999817,67.65599823,67.97000122,69.90599823,23735500,69.90599823,69.24139938,67.11374318,68.77744335,,,,,,,
1/30/2018,69.65399933,68.43399811,69.02799988,69.16400146,23588500,69.16400146,69.35659943,67.13238189,68.84772657,,,,,,,
1/31/2018,71.23799896,69.03800201,69.5019989,70.86199951,31070500,70.86199951,69.49959946,67.16598205,69.21395765,,,,,,,
2/1/2018,71.93199921,69.72599792,70.19999695,69.84999847,20988500,69.84999847,69.59319916,67.18994648,69.32960132,,,,,,,
2/2/2018,70.38999939,68.10199738,69.68800354,68.75,18524000,68.75,69.46779938,67.20375226,69.22421937,,,,,,,
2/5/2018,68.89399719,66.59999847,67.59400177,66.62599945,22320500,66.62599945,69.09919968,67.19868426,68.75181622,,,,,,,
2/6/2018,67.2440033,64.69999695,65.04199982,66.79399872,25442000,66.79399872,68.72279968,67.19516525,68.39584976,,,,,,,
2/7/2018,69.19999695,67.13200378,67.79799652,69,34846000,69,68.70499954,67.21072417,68.50569515,,,,,,,
2/8/2018,69.72399902,62.91999817,68.66200256,63.04600143,51573000,63.04600143,68.2567997,67.17512825,67.51302455,,,,,,,
2/9/2018,64.19599915,58.95199966,63.98600006,62.08399963,64668500,62.08399963,67.60819969,67.13198309,66.5259301,,,,,,,
2/12/2018,63.61600113,61.25,63.22600174,63.14599991,31139000,63.14599991,66.93219986,67.09848744,65.91139795,,,,,,,
2/13/2018,64.83799744,62.5019989,63.00400162,64.73200226,22801000,64.73200226,66.48899994,67.07876673,65.69696259,,,,,,,
2/14/2018,65.23400116,63.70399857,64.16799927,64.46199799,19753500,64.46199799,65.84899979,67.05714054,65.47242379,,,,,,,
2/15/2018,66.8239975,64.48000336,64.90000153,66.81400299,29564500,66.81400299,65.54540024,67.05514761,65.71634704,,,,,,,
2/16/2018,68.62400055,66.32800293,66.5,67.09799957,28213000,67.09799957,65.3802002,67.055496,65.96755634,,,,,,,
2/20/2018,68.16799927,66.30000305,66.89399719,66.95400238,20047000,66.95400238,65.41300049,67.0546775,66.14690999,,,,,,,
2/21/2018,67.93800354,66.63400269,67.20600128,66.66000366,16098000,66.66000366,65.39960098,67.05152011,66.24019965,,,,,,,
2/22/2018,69.48799896,66.94999695,67.10600281,69.23400116,34849000,69.23400116,65.4230011,67.06884139,66.78452665,,,,,,,
2/23/2018,70.9980011,69.41999817,69.56600189,70.41000366,29087000,70.41000366,66.15940132,67.09514975,67.44370363,,,,,,,
2/26/2018,71.80000305,70.47200012,70.69999695,71.48400116,21700000,71.48400116,67.09940147,67.12943766,68.17830245,,,,,,,
2/27/2018,71.9980011,70.0019989,71.25,70.19799805,23987000,70.19799805,67.80460129,67.15322495,68.54551946,,,,,,,
2/28/2018,71.04799652,68.44400024,70.51399994,68.61199951,30348500,68.61199951,68.19260101,67.16444629,68.55760673,,,,,,,
3/1/2018,69.73400116,66.01399994,69.0019989,66.18599701,34428000,66.18599701,68.36500092,67.15697721,68.1264054,,,,,,,
3/2/2018,67.04399872,64.59400177,65.39600372,67.02400208,25464000,67.02400208,68.38600082,67.15596982,67.92596863,,,,,,,
3/5/2018,67.55000305,65.85800171,66.47799683,66.66999817,19119000,66.66999817,68.34320068,67.1523159,67.69761059,,,,,,,
3/6/2018,67.27400208,65.40599823,66.75,65.63999939,21428500,65.63999939,68.21180038,67.14102996,67.32349984,,,,,,,
3/7/2018,66.5,64.34799957,65.08799744,66.45999908,25036500,66.45999908,68.19179993,67.13598528,67.16649986,,,,,,,
3/8/2018,66.66000366,65.2539978,66.5719986,65.81999969,17831000,65.81999969,67.85039978,67.12630892,66.92168189,,,,,,,
3/9/2018,65.69799805,64.47399902,64.81999969,65.43399811,27534000,65.43399811,67.35279922,67.11395628,66.6511942,,,,,,,
3/12/2018,69.44200134,65.30000305,65.72200012,69.10199738,41320000,69.10199738,67.11459885,67.12836238,67.09679433,,,,,,,
3/13/2018,69.44200134,65.30000305,65.72200012,68.36799622,29829000,68.36799622,66.93159866,67.13728061,67.32792172,,,,,,,
3/14/2018,67.96199799,64.78600311,67.35199738,65.3259964,39837000,65.3259964,66.60299835,67.12434286,66.96393566,,,,,,,
3/15/2018,66.56999969,64.22000122,65.87599945,65.12000275,32824000,65.12000275,66.49639893,67.11012769,66.62867547,,,,,,,
3/16/2018,65.48000336,63.81399918,64.58599854,64.26999664,30586500,64.26999664,66.22099838,67.09012676,66.1998252,,,,,,,
3/19/2018,64.15000153,61.93399811,63.29999924,62.7120018,37421500,62.7120018,65.82519875,67.0595105,65.56567612,,,,,,,
3/20/2018,63.25,61.7519989,62.97399902,62.11000061,23821500,62.11000061,65.47219887,67.02513891,64.93737211,,,,,,,
3/21/2018,64.48799896,62.0379982,62.04999924,63.30599976,29792000,63.30599976,65.15679893,66.99948967,64.64075925,,,,,,,
3/22/2018,63.76399994,61.63600159,62.77799988,61.81999969,24699000,61.81999969,64.75679893,66.96401371,64.12789439,,,,,,,
3/23/2018,62.25,60.09000015,62.25,60.30799866,33274500,60.30799866,64.24419899,66.9187347,63.43336859,,,,,,,
3/26/2018,61.51800156,58.27199936,61.4679985,60.83599854,41876000,60.83599854,63.41759911,66.87763513,62.96111996,,,,,,,
3/27/2018,60.85400009,55.43600082,60.79999924,55.83599854,69360000,55.83599854,62.16439934,66.80353019,61.66564463,,,,,,,
3/28/2018,53.73600006,50.41999817,52.91600037,51.55599976,105007000,51.55599976,60.78739967,66.70187998,59.82752922,,,,,,,
3/29/2018,54.19200134,49.64199829,51.29800034,53.22600174,75853500,53.22600174,59.59799957,66.61263576,58.6272527,,,,,,,
4/2/2018,52.06600189,48.91799927,51.2519989,50.49599838,80570000,50.49599838,58.22059975,66.50660525,57.1488443,,,,,,,
4/3/2018,54.66999817,50.89799881,53.9640007,53.50600052,94222000,53.50600052,57.29999962,66.42163398,56.48650973,,,,,,,
4/4/2018,57.67399979,50.40000153,50.55599976,57.38800049,99483500,57.38800049,56.82779961,66.36297402,56.65041698,,,,,,,
4/5/2018,61.2519989,57.63999939,57.86800003,61.14400101,95605500,61.14400101,56.61159973,66.32930322,57.46743144,,,,,,,
4/6/2018,61.85599899,59.09999847,60.20000076,59.86000061,67601500,59.86000061,56.41559982,66.28783334,57.90244358,,,,,,,
4/9/2018,61.90000153,57.84199905,60.07400131,57.93199921,51249000,57.93199921,56.17799988,66.23461146,57.90781732,,,,,,,
4/10/2018,61.41999817,58.73600006,59.79399872,60.93999863,54949000,60.93999863,56.18839989,66.20110125,58.45912246,,,,,,,
4/11/2018,61.79600143,59.93199921,60.14799881,60.18600082,37414500,60.18600082,56.62340012,66.16327043,58.77310003,,,,,,,
4/12/2018,60.79000092,58.73600006,60.4640007,58.81600189,38044000,58.81600189,57.34940033,66.11735001,58.78090036,,,,,,,
4/13/2018,60.79000092,59.19599915,60.72000122,60.06800079,36636000,60.06800079,58.03360023,66.07977641,59.01491839,,,,,,,
4/16/2018,59.93199921,57.80199814,59.79999924,58.24200058,31692500,58.24200058,58.80820045,66.03139508,58.87438802,,,,,,,
4/17/2018,58.43399811,56.5019989,57.77399826,57.5379982,35000000,57.5379982,59.21140022,65.97928835,58.6314083,,,,,,,
4/18/2018,60.04800034,57.63199997,58.2159996,58.66999817,32788500,58.66999817,59.33959999,65.9347195,58.63842463,,,,,,,
4/19/2018,60.20199966,57.70999908,58.2159996,60.01599884,30453000,60.01599884,59.22679977,65.89884847,58.88889242,,,,,,,
4/20/2018,59.99599838,57.95000076,59.0340004,58.04800034,28139500,58.04800034,59.04559975,65.8515542,58.7360031,,,,,,,
4/23/2018,58.32400131,56.4659996,58.25799942,56.67399979,24467000,56.67399979,58.9197998,65.79659879,58.36109378,,,,,,,
4/24/2018,57.41799927,55.69200134,57,56.69200134,28426500,56.69200134,58.49500008,65.74240476,58.05762273,,,,,,,
4/25/2018,57.0320015,55.45000076,56.70000076,56.13800049,20068000,56.13800049,58.09020004,65.68557396,57.70860086,,,,,,,
4/26/2018,57.15800095,55.29999924,55.75,57.09600067,21780000,57.09600067,57.91819992,65.63504706,57.59721912,,,,,,,
4/27/2018,58.89400101,56.76599884,57.07400131,58.81600189,21823000,58.81600189,57.79300003,65.5951696,57.81881576,,,,,,,
4/30/2018,59.74599838,58.5,58.72200012,58.77999878,21141000,58.77999878,57.84679985,65.55554652,57.99357614,,,,,,,
5/1/2018,60.16400146,58.64400101,58.70199966,59.98400116,23128000,59.98400116,58.09140015,65.52334105,58.35547123,,,,,,,
5/2/2018,61.36999893,59.55599976,59.7140007,60.22999954,44852000,60.22999954,58.24740028,65.49291955,58.69629422,,,,,,,
5/3/2018,57.60800171,55.04600143,55.75799942,56.88999939,86760500,56.88999939,57.93480034,65.44376001,58.36787731,,,,,,,
5/4/2018,59.37200165,55.90399933,56.59999847,58.81800079,42847000,58.81800079,58.01180038,65.40611365,58.44971786,,,,,,,
5/7/2018,61.19200134,59.0340004,59.5,60.55400085,43391000,60.55400085,58.39980049,65.37870058,58.83231439,,,,,,,
5/8/2018,61.54999924,59.79999924,60.15999985,60.39400101,29650000,60.39400101,58.77000046,65.35069665,59.11625712,,,,,,,
5/9/2018,61.40200043,60.00999832,60.08200073,61.36999893,28637000,61.36999893,59.2932003,65.32845811,59.52602795,,,,,,,
5/10/2018,62.59799957,60.8219986,61.5,61.00400162,28258000,61.00400162,59.6840004,65.30443336,59.79475017,,,,,,,
5/11/2018,61.77600098,59.81600189,61.54000092,60.2120018,23398000,60.2120018,59.82360039,65.27629838,59.87061402,,,,,,,
5/14/2018,60.98799896,58.32400131,60.66400146,58.39400101,36434000,58.39400101,59.78500061,65.23848355,59.6021392,,,,,,,
5/15/2018,57.39199829,56.09999847,57.0019989,56.83599854,47596000,56.83599854,59.47020035,65.19256834,59.09920504,,,,,,,
5/16/2018,57.76200104,56.31200027,56.76599884,57.29600143,28370000,57.29600143,59.17680054,65.14965221,58.77135016,,,,,,,
5/17/2018,57.83800125,56.79399872,57.18000031,56.90800095,22103000,56.90800095,59.17860069,65.10510275,58.43255974,,,,,,,
5/18/2018,56.93000031,54.79999924,56.93000031,55.36399841,36259500,55.36399841,58.83320045,65.05273122,57.87464005,,,,,,,
5/21/2018,58.29800034,56.25999832,56.26599884,56.89799881,45913000,56.89799881,58.46760025,65.00912302,57.6970691,,,,,,,
5/22/2018,57.59999847,54.68399811,57.55199814,55.0019989,44729000,55.0019989,57.92840004,64.95589364,57.20705682,,,,,,,
5/23/2018,55.98199844,54.79999924,55.55199814,55.81399918,29925500,55.81399918,57.37280006,64.90752383,56.95377387,,,,,,,
5/24/2018,56.22200012,54.97800064,55.68000031,55.56999969,20883500,55.56999969,56.82939987,64.85837896,56.70217882,,,,,,,
5/25/2018,55.9280014,55.12200165,55.52600098,55.77000046,19375500,55.77000046,56.38519974,64.81079583,56.53269201,,,,,,,
5/29/2018,57.29999924,55.22999954,55.70199966,56.7519989,28333000,56.7519989,56.22099953,64.76882293,56.57256595,,,,,,,
5/30/2018,59.0019989,56.31999969,56.65800095,58.34400177,37448500,58.34400177,56.37179985,64.7355337,56.89464487,,,,,,,
5/31/2018,58.07400131,56.58599854,57.44200134,56.94599915,29598500,56.94599915,56.33679962,64.69538146,56.903982,,,,,,,
6/1/2018,58.38999939,56.76800156,57.17200089,58.36399841,27122000,58.36399841,56.48239937,64.66291283,57.16943926,,,,,,,
6/4/2018,59.79999924,58.70999908,58.86800003,59.34799957,23989000,59.34799957,56.88079948,64.63579592,57.56554074,,,,,,,
6/5/2018,59.56000137,57.34799957,59.54000092,58.22600174,29976000,58.22600174,57.01359978,64.6032589,57.68562444,,,,,,,
6/6/2018,64.43399811,59.49599838,60.09999847,63.90000153,93836500,63.90000153,57.90340004,64.59970709,58.81551005,,,,,,,
6/7/2018,66,62.7159996,63.22999954,63.2179985,71726500,63.2179985,58.64379997,64.59276383,59.6159617,,,,,,,
6/8/2018,64.89600372,63.43000031,63.79999924,63.5320015,41026000,63.5320015,59.44000015,64.58746002,60.32796822,,,,,,,
6/11/2018,66.93199921,64.5,64.5019989,66.41999817,65917500,66.41999817,60.50499992,64.59657713,61.43560892,,,,,,,
6/12/2018,70.9940033,67.59999847,68.94000244,68.55400085,111737000,68.55400085,61.68520012,64.61616833,62.72986071,,,,,,,
6/13/2018,69.44000244,67.95999908,69.34200287,68.95600128,47349000,68.95600128,62.74640007,64.63754682,63.86188513,,,,,,,
6/14/2018,71.75,69.31999969,69.52600098,71.54399872,54905000,71.54399872,64.20620003,64.67140198,65.25863166,,,,,,,
6/15/2018,72.93399811,70.25,70.76799774,71.63400269,54241500,71.63400269,65.53320045,64.70536588,66.41778887,,,,,,,
6/18/2018,74.7460022,70.90000153,71.08000183,74.16600037,60366000,74.16600037,67.01500053,64.75129129,67.82655319,,,,,,,
6/19/2018,74,69.25,73.03199768,70.51000214,63809500,70.51000214,68.24340057,64.77911115,68.31445251,,,,,,,
6/20/2018,72.87599945,70.40000153,71.60800171,72.44400024,41918500,72.44400024,69.09780045,64.81596158,69.06527862,,,,,,,
6/21/2018,73.24199677,69.2539978,72.40000153,69.5019989,39835500,69.5019989,69.72620049,64.83838281,69.14468223,,,,,,,
6/22/2018,70.44999695,66.40000153,70.30799866,66.72599792,51330500,66.72599792,70.04560013,64.84737146,68.70492188,,,,,,,
6/25/2018,67.69400024,65.5,66.02400208,66.60199738,34656500,66.60199738,70.06380005,64.85568722,68.32257236,,,,,,,
6/26/2018,68.70999908,65.16000366,67.20999908,68.40000153,37262500,68.40000153,70.04840012,64.87240568,68.33665037,,,,,,,
